*********************************************************
CAN通信数据记录
CAN1波特率：500Kbps
CAN2波特率：1Mbps
日期：2018年07月09日
时间：09:39:03
*********************************************************

序列       通道号     时间标识     传输方向   帧ID(Hex)     帧类型      帧格式     数据长度  数据(Hex)
000298        0     000298893.8       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000299        0     000298894.1       接收     0000060D      标准帧      数据帧        08     08 7C EF A0 70 80 05 05      
000300        0     000298894.4       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000301        0     000298894.7       接收     0000060D      标准帧      数据帧        08     00 7C EF A0 70 80 05 05      
000302        0     000298962.0       接收     0000060A      标准帧      数据帧        04     03 1F 9F 10      
000303        0     000298962.2       接收     0000060B      标准帧      数据帧        08     08 4F 44 07 80 20 01 51      
000304        0     000298962.5       接收     0000060B      标准帧      数据帧        08     02 4F 83 F8 80 20 01 71      
000305        0     000298962.7       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7C      
000306        0     000298963.0       接收     0000060C      标准帧      数据帧        07     08 8C A3 3A 02 20 E8      
000307        0     000298963.2       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000308        0     000298963.5       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000309        0     000298963.8       接收     0000060D      标准帧      数据帧        08     08 7D 0F A0 70 80 05 05      
000310        0     000298964.0       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000311        0     000298964.3       接收     0000060D      标准帧      数据帧        08     00 7C EF A0 70 80 05 05      
000312        0     000299032.0       接收     0000060A      标准帧      数据帧        04     03 1F A1 10      
000313        0     000299032.2       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 50      
000314        0     000299032.5       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000315        0     000299032.7       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7C      
000316        0     000299033.0       接收     0000060C      标准帧      数据帧        07     08 8C A3 3A 02 20 E8      
000317        0     000299033.2       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000318        0     000299033.5       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000319        0     000299033.8       接收     0000060D      标准帧      数据帧        08     08 7D 0F A0 70 80 05 05      
000320        0     000299034.0       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000321        0     000299034.3       接收     0000060D      标准帧      数据帧        08     00 7C CF A0 70 80 05 05      
000322        0     000299107.0       接收     0000060A      标准帧      数据帧        04     03 1F A3 10      
000323        0     000299107.2       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 50      
000324        0     000299107.5       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000325        0     000299107.7       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7D      
000326        0     000299108.0       接收     0000060C      标准帧      数据帧        07     08 8C A3 3A 02 20 E8      
000327        0     000299108.2       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000328        0     000299108.5       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000329        0     000299108.7       接收     0000060D      标准帧      数据帧        08     08 7D 0F A0 70 80 05 05      
000330        0     000299109.0       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000331        0     000299109.3       接收     0000060D      标准帧      数据帧        08     00 7C EF A0 70 80 05 05      
000332        0     000299177.0       接收     0000060A      标准帧      数据帧        04     03 1F A5 10      
000333        0     000299177.2       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 50      
000334        0     000299177.5       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000335        0     000299177.7       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7D      
000336        0     000299178.0       接收     0000060C      标准帧      数据帧        07     08 8C A3 3A 02 20 E8      
000337        0     000299178.2       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000338        0     000299178.5       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000339        0     000299178.7       接收     0000060D      标准帧      数据帧        08     08 7D 0F A0 70 80 05 05      
000340        0     000299179.0       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000341        0     000299179.3       接收     0000060D      标准帧      数据帧        08     00 7C EF A0 70 80 05 05      
000342        0     000299247.0       接收     0000060A      标准帧      数据帧        04     03 1F A7 10      
000343        0     000299247.2       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 50      
000344        0     000299247.5       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 70      
000345        0     000299247.7       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000346        0     000299248.0       接收     0000060C      标准帧      数据帧        07     08 8C A3 3A 02 20 E8      
000347        0     000299248.2       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000348        0     000299248.5       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000349        0     000299248.7       接收     0000060D      标准帧      数据帧        08     08 7D 2F A0 70 80 05 05      
000350        0     000299249.0       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000351        0     000299249.3       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 05 05      
000352        0     000299322.0       接收     0000060A      标准帧      数据帧        04     03 1F A9 10      
000353        0     000299322.2       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 50      
000354        0     000299322.5       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000355        0     000299322.7       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7D      
000356        0     000299323.0       接收     0000060C      标准帧      数据帧        07     08 8C A3 3A 02 20 E8      
000357        0     000299323.2       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000358        0     000299323.5       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000359        0     000299323.7       接收     0000060D      标准帧      数据帧        08     08 7D 0F A0 70 80 05 05      
000360        0     000299324.0       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000361        0     000299324.3       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 05 05      
000362        0     000299392.0       接收     0000060A      标准帧      数据帧        04     03 1F AB 10      
000363        0     000299392.2       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 50      
000364        0     000299392.5       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000365        0     000299392.7       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7D      
000366        0     000299393.0       接收     0000060C      标准帧      数据帧        07     08 8C A3 3A 02 20 E8      
000367        0     000299393.2       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000368        0     000299393.5       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000369        0     000299393.7       接收     0000060D      标准帧      数据帧        08     08 7D 2F A0 70 80 05 05      
000370        0     000299394.0       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000371        0     000299394.3       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 05 05      
000372        0     000299461.9       接收     0000060A      标准帧      数据帧        04     03 1F AD 10      
000373        0     000299462.2       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 51      
000374        0     000299462.5       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000375        0     000299462.7       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000376        0     000299463.0       接收     0000060C      标准帧      数据帧        07     08 8C A3 3A 02 20 E8      
000377        0     000299463.2       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000378        0     000299463.5       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000379        0     000299463.7       接收     0000060D      标准帧      数据帧        08     08 7D 2F A0 70 80 05 05      
000380        0     000299464.0       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000381        0     000299464.3       接收     0000060D      标准帧      数据帧        08     00 7D 2F A0 70 80 05 05      
000382        0     000299536.9       接收     0000060A      标准帧      数据帧        04     03 1F AF 10      
000383        0     000299537.2       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 50      
000384        0     000299537.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000385        0     000299537.7       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000386        0     000299538.0       接收     0000060C      标准帧      数据帧        07     08 8C A3 3A 02 20 E8      
000387        0     000299538.2       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000388        0     000299538.5       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000389        0     000299538.7       接收     0000060D      标准帧      数据帧        08     08 7D 2F A0 70 80 05 05      
000390        0     000299539.0       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000391        0     000299539.2       接收     0000060D      标准帧      数据帧        08     00 7D 2F A0 70 80 05 05      
000392        0     000299606.9       接收     0000060A      标准帧      数据帧        04     03 1F B1 10      
000393        0     000299607.2       接收     0000060B      标准帧      数据帧        08     08 4F 44 05 80 20 01 50      
000394        0     000299607.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000395        0     000299607.7       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000396        0     000299608.0       接收     0000060C      标准帧      数据帧        07     08 8C A3 3A 02 20 E8      
000397        0     000299608.2       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000398        0     000299608.5       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000399        0     000299608.7       接收     0000060D      标准帧      数据帧        08     08 7D 2F A0 70 80 05 05      
000400        0     000299609.0       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000401        0     000299609.3       接收     0000060D      标准帧      数据帧        08     00 7D 2F A0 70 80 05 05      
000402        0     000299676.9       接收     0000060A      标准帧      数据帧        04     03 1F B3 10      
000403        0     000299677.2       接收     0000060B      标准帧      数据帧        08     08 4F 44 05 80 20 01 50      
000404        0     000299677.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000405        0     000299677.7       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000406        0     000299678.0       接收     0000060C      标准帧      数据帧        07     08 8C A3 3A 02 20 E8      
000407        0     000299678.2       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000408        0     000299678.5       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000409        0     000299678.7       接收     0000060D      标准帧      数据帧        08     08 7D 2F A0 70 80 05 05      
000410        0     000299679.0       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000411        0     000299679.3       接收     0000060D      标准帧      数据帧        08     00 7D 4F A0 70 80 05 05      
000412        0     000299751.9       接收     0000060A      标准帧      数据帧        04     03 1F B5 10      
000413        0     000299752.2       接收     0000060B      标准帧      数据帧        08     08 4F 44 05 80 20 01 50      
000414        0     000299752.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000415        0     000299752.7       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000416        0     000299752.9       接收     0000060C      标准帧      数据帧        07     08 8C A5 3A 02 20 E8      
000417        0     000299753.2       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000418        0     000299753.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000419        0     000299753.7       接收     0000060D      标准帧      数据帧        08     08 7D 2F A0 70 80 05 05      
000420        0     000299754.0       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000421        0     000299754.2       接收     0000060D      标准帧      数据帧        08     00 7D 4F A0 70 80 05 05      
000422        0     000299821.9       接收     0000060A      标准帧      数据帧        04     03 1F B7 10      
000423        0     000299822.2       接收     0000060B      标准帧      数据帧        08     08 4F 44 05 80 1F E1 4F      
000424        0     000299822.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000425        0     000299822.7       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000426        0     000299822.9       接收     0000060C      标准帧      数据帧        07     08 8C A5 3A 02 20 E8      
000427        0     000299823.2       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000428        0     000299823.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000429        0     000299823.7       接收     0000060D      标准帧      数据帧        08     08 7D 0F A0 70 80 05 05      
000430        0     000299824.0       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000431        0     000299824.2       接收     0000060D      标准帧      数据帧        08     00 7D 4F A0 70 80 05 05      
000432        0     000299892.1       接收     0000060A      标准帧      数据帧        04     03 1F B9 10      
000433        0     000299892.4       接收     0000060B      标准帧      数据帧        08     08 4F 44 05 80 1F E1 50      
000434        0     000299892.6       接收     00000201      标准帧      数据帧        08     40 19 00 00 10 F4 00 00      
000435        0     000299892.8       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000436        0     000299893.0       接收     00000700      标准帧      数据帧        04     04 1E 01 00      
000437        0     000299893.2       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000438        0     000299893.5       接收     0000060C      标准帧      数据帧        07     08 8C A5 3A 02 20 E8      
000439        0     000299893.7       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000440        0     000299894.0       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000441        0     000299894.3       接收     0000060D      标准帧      数据帧        08     08 7D 0F A0 70 80 05 05      
000442        0     000299894.5       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000443        0     000299894.8       接收     0000060D      标准帧      数据帧        08     00 7D 4F A0 70 80 05 05      
000444        0     000299966.9       接收     0000060A      标准帧      数据帧        04     03 1F BB 10      
000445        0     000299967.2       接收     0000060B      标准帧      数据帧        08     08 4F 44 05 80 20 01 50      
000446        0     000299967.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000447        0     000299967.7       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7D      
000448        0     000299967.9       接收     0000060C      标准帧      数据帧        07     08 8C A5 3A 02 20 E8      
000449        0     000299968.2       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000450        0     000299968.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000451        0     000299968.7       接收     0000060D      标准帧      数据帧        08     08 7D 0F A0 70 80 05 05      
000452        0     000299969.0       接收     0000060D      标准帧      数据帧        08     02 7C EF A1 70 80 0E 0C      
000453        0     000299969.2       接收     0000060D      标准帧      数据帧        08     00 7D 4F A0 70 80 05 05      
000454        0     000300036.9       接收     0000060A      标准帧      数据帧        04     03 1F BD 10      
000455        0     000300037.2       接收     0000060B      标准帧      数据帧        08     08 4F 44 05 80 20 01 50      
000456        0     000300037.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000457        0     000300037.7       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7D      
000458        0     000300037.9       接收     0000060C      标准帧      数据帧        07     08 8C A5 3A 02 20 E8      
000459        0     000300038.2       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000460        0     000300038.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000461        0     000300038.7       接收     0000060D      标准帧      数据帧        08     08 7D 0F A0 70 80 05 05      
000462        0     000300039.0       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000463        0     000300039.2       接收     0000060D      标准帧      数据帧        08     00 7D 4F A0 70 80 05 05      
000464        0     000300111.9       接收     0000060A      标准帧      数据帧        04     03 1F BF 10      
000465        0     000300112.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 4F      
000466        0     000300112.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000467        0     000300112.7       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7D      
000468        0     000300112.9       接收     0000060C      标准帧      数据帧        07     08 8C A5 3A 02 20 E8      
000469        0     000300113.2       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000470        0     000300113.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000471        0     000300113.7       接收     0000060D      标准帧      数据帧        08     08 7D 0F A0 70 80 05 05      
000472        0     000300114.0       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000473        0     000300114.2       接收     0000060D      标准帧      数据帧        08     00 7D 4F A0 70 80 05 05      
000474        0     000300181.9       接收     0000060A      标准帧      数据帧        04     03 1F C1 10      
000475        0     000300182.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 50      
000476        0     000300182.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000477        0     000300182.7       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7D      
000478        0     000300182.9       接收     0000060C      标准帧      数据帧        07     08 8C A5 3A 82 20 E8      
000479        0     000300183.2       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000480        0     000300183.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000481        0     000300183.7       接收     0000060D      标准帧      数据帧        08     08 7D 0F A0 70 80 05 05      
000482        0     000300183.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000483        0     000300184.2       接收     0000060D      标准帧      数据帧        08     00 7D 2F A0 70 80 05 05      
000484        0     000300251.9       接收     0000060A      标准帧      数据帧        04     03 1F C3 10      
000485        0     000300252.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 50      
000486        0     000300252.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000487        0     000300252.7       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000488        0     000300252.9       接收     0000060C      标准帧      数据帧        07     08 8C A5 3A 82 20 E8      
000489        0     000300253.2       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000490        0     000300253.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000491        0     000300253.7       接收     0000060D      标准帧      数据帧        08     08 7D 0F A0 70 80 05 05      
000492        0     000300253.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000493        0     000300254.2       接收     0000060D      标准帧      数据帧        08     00 7D 2F A0 70 80 05 05      
000494        0     000300326.9       接收     0000060A      标准帧      数据帧        04     03 1F C5 10      
000495        0     000300327.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 50      
000496        0     000300327.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000497        0     000300327.7       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000498        0     000300327.9       接收     0000060C      标准帧      数据帧        07     08 8C A5 3A 82 20 E8      
000499        0     000300328.2       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000500        0     000300328.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000501        0     000300328.7       接收     0000060D      标准帧      数据帧        08     08 7D 0F A0 70 80 05 05      
000502        0     000300328.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000503        0     000300329.2       接收     0000060D      标准帧      数据帧        08     00 7D 2F A0 70 80 05 05      
000504        0     000300396.9       接收     0000060A      标准帧      数据帧        04     03 1F C7 10      
000505        0     000300397.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 21 50      
000506        0     000300397.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 70      
000507        0     000300397.7       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000508        0     000300397.9       接收     0000060C      标准帧      数据帧        07     08 8C A5 3A 82 20 E8      
000509        0     000300398.2       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000510        0     000300398.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000511        0     000300398.7       接收     0000060D      标准帧      数据帧        08     08 7D 0F A0 70 80 05 05      
000512        0     000300398.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000513        0     000300399.2       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 05 05      
000514        0     000300466.9       接收     0000060A      标准帧      数据帧        04     03 1F C9 10      
000515        0     000300467.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 07 80 20 21 50      
000516        0     000300467.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 70      
000517        0     000300467.7       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000518        0     000300467.9       接收     0000060C      标准帧      数据帧        07     08 8C E5 3A 82 20 E8      
000519        0     000300468.2       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000520        0     000300468.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000521        0     000300468.7       接收     0000060D      标准帧      数据帧        08     08 7C EF A0 70 80 05 05      
000522        0     000300468.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000523        0     000300469.2       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 05 05      
000524        0     000300541.9       接收     0000060A      标准帧      数据帧        04     03 1F CB 10      
000525        0     000300542.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 07 80 20 21 4F      
000526        0     000300542.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000527        0     000300542.6       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000528        0     000300542.9       接收     0000060C      标准帧      数据帧        07     08 8C E5 3A 82 20 E8      
000529        0     000300543.1       接收     0000060C      标准帧      数据帧        07     02 7C 63 3A 02 20 E8      
000530        0     000300543.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000531        0     000300543.7       接收     0000060D      标准帧      数据帧        08     08 7C EF A0 70 80 05 05      
000532        0     000300543.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000533        0     000300544.2       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 05 05      
000534        0     000300611.9       接收     0000060A      标准帧      数据帧        04     03 1F CD 10      
000535        0     000300612.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 4F      
000536        0     000300612.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000537        0     000300612.6       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000538        0     000300612.9       接收     0000060C      标准帧      数据帧        07     08 8C A5 3A 02 20 E8      
000539        0     000300613.1       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000540        0     000300613.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000541        0     000300613.7       接收     0000060D      标准帧      数据帧        08     08 7C CF A0 70 80 05 05      
000542        0     000300613.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000543        0     000300614.2       接收     0000060D      标准帧      数据帧        08     00 7C EF A0 70 80 05 05      
000544        0     000300681.9       接收     0000060A      标准帧      数据帧        04     03 1F CF 10      
000545        0     000300682.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 4F      
000546        0     000300682.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F8 80 20 01 71      
000547        0     000300682.6       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7D      
000548        0     000300682.9       接收     0000060C      标准帧      数据帧        07     08 8C A5 3A 02 20 E8      
000549        0     000300683.1       接收     0000060C      标准帧      数据帧        07     02 7C 63 3A 02 20 E8      
000550        0     000300683.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000551        0     000300683.7       接收     0000060D      标准帧      数据帧        08     08 7C CF A0 70 80 05 05      
000552        0     000300683.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000553        0     000300684.2       接收     0000060D      标准帧      数据帧        08     00 7C EF A0 70 80 05 05      
000554        0     000300756.9       接收     0000060A      标准帧      数据帧        04     03 1F D1 10      
000555        0     000300757.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 4F      
000556        0     000300757.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F8 80 20 01 71      
000557        0     000300757.6       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7D      
000558        0     000300757.9       接收     0000060C      标准帧      数据帧        07     08 8C A5 3A 82 20 E8      
000559        0     000300758.1       接收     0000060C      标准帧      数据帧        07     02 7C 63 3A 02 20 E8      
000560        0     000300758.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000561        0     000300758.6       接收     0000060D      标准帧      数据帧        08     08 7C CF A0 70 80 05 05      
000562        0     000300758.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000563        0     000300759.2       接收     0000060D      标准帧      数据帧        08     00 7C EF A0 70 80 05 05      
000564        0     000300826.9       接收     0000060A      标准帧      数据帧        04     03 1F D3 10      
000565        0     000300827.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 4E      
000566        0     000300827.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F8 80 20 01 71      
000567        0     000300827.6       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7C      
000568        0     000300827.9       接收     0000060C      标准帧      数据帧        07     08 8C A5 3A 82 20 E8      
000569        0     000300828.1       接收     0000060C      标准帧      数据帧        07     02 7C 63 3A 02 20 E8      
000570        0     000300828.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000571        0     000300828.7       接收     0000060D      标准帧      数据帧        08     08 7C CF A0 70 80 05 05      
000572        0     000300828.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000573        0     000300829.2       接收     0000060D      标准帧      数据帧        08     00 7C CF A0 70 80 05 05      
000574        0     000300892.0       接收     00000201      标准帧      数据帧        08     40 19 00 00 10 F4 00 00      
000575        0     000300892.2       接收     00000700      标准帧      数据帧        04     04 1E 01 00      
000576        0     000300896.9       接收     0000060A      标准帧      数据帧        04     03 1F D5 10      
000577        0     000300897.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 4E      
000578        0     000300897.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F8 80 20 01 71      
000579        0     000300897.6       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7D      
000580        0     000300897.9       接收     0000060C      标准帧      数据帧        07     08 8C E5 3A 82 20 E8      
