*********************************************************
CAN通信数据记录
CAN1波特率：500Kbps
CAN2波特率：1Mbps
日期：2018年07月04日
时间：10:37:25
*********************************************************

序列       通道号     时间标识     传输方向   帧ID(Hex)     帧类型      帧格式     数据长度  数据(Hex)
001891        0     000943525.4       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
001892        0     000943525.6       接收     00000701      标准帧      数据帧        08     05 4F 09 E6 80 20 03 56      
001893        0     000943525.9       接收     00000701      标准帧      数据帧        08     06 4E 7A 00 80 20 01 65      
001894        0     000943526.2       接收     00000701      标准帧      数据帧        08     07 4F 2A 00 80 20 01 4B      
001895        0     000943526.4       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
001896        0     000943526.6       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
001897        0     000943526.8       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
001898        0     000943527.0       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
001899        0     000943527.2       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
001900        0     000943527.4       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
001901        0     000943527.7       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
001902        0     000943527.9       接收     00000702      标准帧      数据帧        05     07 AC E0 33 5B      
001903        0     000943594.1       接收     00000600      标准帧      数据帧        05     05 02 77 59 10      
001904        0     000943594.3       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 69      
001905        0     000943594.6       接收     00000701      标准帧      数据帧        08     01 4E A9 FD 80 20 01 4E      
001906        0     000943594.9       接收     00000701      标准帧      数据帧        08     02 4E DA 00 80 20 01 54      
001907        0     000943595.1       接收     00000701      标准帧      数据帧        08     03 4F 2A 01 80 20 01 57      
001908        0     000943595.4       接收     00000701      标准帧      数据帧        08     04 4F 09 E5 80 20 03 57      
001909        0     000943595.6       接收     00000701      标准帧      数据帧        08     05 4E 7A 00 80 20 01 64      
001910        0     000943595.9       接收     00000701      标准帧      数据帧        08     06 4F 2A 00 80 20 01 4B      
001911        0     000943596.1       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
001912        0     000943596.3       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
001913        0     000943596.5       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
001914        0     000943596.8       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
001915        0     000943597.0       接收     00000702      标准帧      数据帧        05     04 9C E2 33 5B      
001916        0     000943597.2       接收     00000702      标准帧      数据帧        05     05 AC E0 33 23      
001917        0     000943597.4       接收     00000702      标准帧      数据帧        05     06 AC E0 33 5B      
001918        0     000943669.1       接收     00000600      标准帧      数据帧        05     06 02 77 5B 10      
001919        0     000943669.3       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 69      
001920        0     000943669.6       接收     00000701      标准帧      数据帧        08     01 4E A9 FD 80 20 01 4E      
001921        0     000943669.9       接收     00000701      标准帧      数据帧        08     02 4E DA 00 80 20 01 56      
001922        0     000943670.1       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4D      
001923        0     000943670.4       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 58      
001924        0     000943670.6       接收     00000701      标准帧      数据帧        08     05 4F 09 E5 80 20 03 58      
001925        0     000943670.9       接收     00000701      标准帧      数据帧        08     06 4E 7A 00 80 20 01 63      
001926        0     000943671.2       接收     00000701      标准帧      数据帧        08     07 4F 2A 00 80 20 01 4A      
001927        0     000943671.4       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
001928        0     000943671.6       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
001929        0     000943671.8       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
001930        0     000943672.0       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
001931        0     000943672.2       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
001932        0     000943672.4       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
001933        0     000943672.6       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
001934        0     000943672.8       接收     00000702      标准帧      数据帧        05     07 AC E0 33 5B      
001935        0     000943739.1       接收     00000600      标准帧      数据帧        05     06 02 77 5D 10      
001936        0     000943739.3       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 69      
001937        0     000943739.6       接收     00000701      标准帧      数据帧        08     01 4E B1 FD 80 20 01 4E      
001938        0     000943739.8       接收     00000701      标准帧      数据帧        08     02 4E B1 F0 80 20 03 6F      
001939        0     000943740.1       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4D      
001940        0     000943740.4       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
001941        0     000943740.6       接收     00000701      标准帧      数据帧        08     05 4F 09 E6 80 20 03 55      
001942        0     000943740.9       接收     00000701      标准帧      数据帧        08     06 4E 7A 00 80 20 01 64      
001943        0     000943741.2       接收     00000701      标准帧      数据帧        08     07 4F 29 FF 80 20 01 4A      
001944        0     000943741.4       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
001945        0     000943741.6       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
001946        0     000943741.8       接收     00000702      标准帧      数据帧        05     02 9C E2 33 23      
001947        0     000943742.0       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
001948        0     000943742.2       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
001949        0     000943742.4       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
001950        0     000943742.6       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
001951        0     000943742.9       接收     00000702      标准帧      数据帧        05     07 AC E0 33 5B      
001952        0     000943809.1       接收     00000600      标准帧      数据帧        05     06 01 77 5F 10      
001953        0     000943809.3       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 69      
001954        0     000943809.6       接收     00000701      标准帧      数据帧        08     01 4E A9 FD 80 20 01 4E      
001955        0     000943809.8       接收     00000701      标准帧      数据帧        08     02 4E B1 EF 80 20 03 72      
001956        0     000943810.1       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4D      
001957        0     000943810.4       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
001958        0     000943810.6       接收     00000701      标准帧      数据帧        08     05 4F 09 E5 80 20 03 56      
001959        0     000943810.9       接收     00000701      标准帧      数据帧        08     06 4E 7A 00 80 20 01 63      
001960        0     000943811.1       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
001961        0     000943811.3       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
001962        0     000943811.5       接收     00000702      标准帧      数据帧        05     02 9C E2 33 23      
001963        0     000943811.7       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
001964        0     000943811.9       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
001965        0     000943812.2       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
001966        0     000943812.4       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
001967        0     000943884.1       接收     00000600      标准帧      数据帧        05     06 01 77 61 10      
001968        0     000943884.3       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 69      
001969        0     000943884.6       接收     00000701      标准帧      数据帧        08     01 4E B1 FD 80 20 01 4F      
001970        0     000943884.8       接收     00000701      标准帧      数据帧        08     02 4E DA 00 80 20 01 57      
001971        0     000943885.1       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4B      
001972        0     000943885.4       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
001973        0     000943885.6       接收     00000701      标准帧      数据帧        08     05 4F 09 E5 80 20 03 56      
001974        0     000943885.9       接收     00000701      标准帧      数据帧        08     06 4E 7A 00 80 20 01 64      
001975        0     000943886.1       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
001976        0     000943886.3       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
001977        0     000943886.5       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
001978        0     000943886.7       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
001979        0     000943887.0       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
001980        0     000943887.2       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
001981        0     000943887.4       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
001982        0     000943954.1       接收     00000600      标准帧      数据帧        05     06 02 77 63 10      
001983        0     000943954.3       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
001984        0     000943954.6       接收     00000701      标准帧      数据帧        08     01 4E B1 FD 80 20 01 4E      
001985        0     000943954.8       接收     00000701      标准帧      数据帧        08     02 4E E2 00 80 20 01 55      
001986        0     000943955.1       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4C      
001987        0     000943955.4       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
001988        0     000943955.6       接收     00000701      标准帧      数据帧        08     05 4F 09 E5 80 20 03 59      
001989        0     000943955.9       接收     00000701      标准帧      数据帧        08     06 4E 7A 00 80 20 01 65      
001990        0     000943956.1       接收     00000701      标准帧      数据帧        08     07 4F 01 FB 80 20 01 4C      
001991        0     000943956.4       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
001992        0     000943956.6       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
001993        0     000943956.8       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
001994        0     000943957.0       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
001995        0     000943957.2       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
001996        0     000943957.4       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
001997        0     000943957.6       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
001998        0     000943957.8       接收     00000702      标准帧      数据帧        05     07 AC E0 33 23      
001999        0     000944024.1       接收     00000600      标准帧      数据帧        05     05 01 77 65 10      
002000        0     000944024.4       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
002001        0     000944024.6       接收     00000701      标准帧      数据帧        08     01 4E B1 FD 80 20 01 4E      
002002        0     000944024.9       接收     00000701      标准帧      数据帧        08     02 4E B1 EF 80 20 03 73      
002003        0     000944025.2       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4B      
002004        0     000944025.4       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
002005        0     000944025.7       接收     00000701      标准帧      数据帧        08     05 4E 82 00 80 20 01 65      
002006        0     000944025.9       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
002007        0     000944026.1       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
002008        0     000944026.3       接收     00000702      标准帧      数据帧        05     02 9C E2 31 03      
002009        0     000944026.5       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
002010        0     000944026.7       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
002011        0     000944027.0       接收     00000702      标准帧      数据帧        05     05 AC E0 33 23      
002012        0     000944099.1       接收     00000600      标准帧      数据帧        05     07 01 77 67 10      
002013        0     000944099.3       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
002014        0     000944099.6       接收     00000701      标准帧      数据帧        08     01 4E A9 FD 80 20 01 4D      
002015        0     000944099.8       接收     00000701      标准帧      数据帧        08     02 4E A2 11 80 20 03 76      
002016        0     000944100.1       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4C      
002017        0     000944100.3       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
002018        0     000944100.6       接收     00000701      标准帧      数据帧        08     05 4F 11 E6 80 20 03 55      
002019        0     000944100.9       接收     00000701      标准帧      数据帧        08     06 4E C2 23 80 20 04 69      
002020        0     000944101.1       接收     00000701      标准帧      数据帧        08     07 4E 82 00 80 20 01 66      
002021        0     000944101.3       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
002022        0     000944101.6       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
002023        0     000944101.8       接收     00000702      标准帧      数据帧        05     02 9C E2 31 03      
002024        0     000944102.0       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
002025        0     000944102.2       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
002026        0     000944102.4       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
002027        0     000944102.6       接收     00000702      标准帧      数据帧        05     06 00 00 06 38      
002028        0     000944102.8       接收     00000702      标准帧      数据帧        05     07 AC E0 33 23      
002029        0     000944169.1       接收     00000600      标准帧      数据帧        05     05 01 77 69 10      
002030        0     000944169.3       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
002031        0     000944169.6       接收     00000701      标准帧      数据帧        08     01 4E A9 FD 80 20 01 4D      
002032        0     000944169.8       接收     00000701      标准帧      数据帧        08     02 4E B1 F0 80 20 01 71      
002033        0     000944170.1       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4E      
002034        0     000944170.4       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
002035        0     000944170.6       接收     00000701      标准帧      数据帧        08     05 4E 8A 00 80 20 01 67      
002036        0     000944170.8       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
002037        0     000944171.0       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
002038        0     000944171.3       接收     00000702      标准帧      数据帧        05     02 9C E2 33 23      
002039        0     000944171.5       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
002040        0     000944171.7       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
002041        0     000944171.9       接收     00000702      标准帧      数据帧        05     05 AC E0 33 23      
002042        0     000944239.1       接收     00000600      标准帧      数据帧        05     06 02 77 6B 10      
002043        0     000944239.3       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
002044        0     000944239.6       接收     00000701      标准帧      数据帧        08     01 4E B1 FD 80 20 01 4E      
002045        0     000944239.8       接收     00000701      标准帧      数据帧        08     02 4E 9A 12 80 20 01 78      
002046        0     000944240.1       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4D      
002047        0     000944240.4       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
002048        0     000944240.6       接收     00000701      标准帧      数据帧        08     05 4F 1A 29 80 20 03 5D      
002049        0     000944240.9       接收     00000701      标准帧      数据帧        08     06 4E 8A 00 80 20 01 69      
002050        0     000944241.1       接收     00000701      标准帧      数据帧        08     07 4F 2A 00 80 20 01 4F      
002051        0     000944241.3       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
002052        0     000944241.6       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
002053        0     000944241.8       接收     00000702      标准帧      数据帧        05     02 9C E4 33 53      
002054        0     000944242.0       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
002055        0     000944242.2       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
002056        0     000944242.4       接收     00000702      标准帧      数据帧        05     05 9D 24 33 5B      
002057        0     000944242.6       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
002058        0     000944242.8       接收     00000702      标准帧      数据帧        05     07 AC E0 33 5B      
002059        0     000944314.1       接收     00000600      标准帧      数据帧        05     05 02 77 6D 10      
002060        0     000944314.3       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
002061        0     000944314.6       接收     00000701      标准帧      数据帧        08     01 4E B1 FD 80 20 01 4D      
002062        0     000944314.8       接收     00000701      标准帧      数据帧        08     02 4E E2 00 80 20 01 55      
002063        0     000944315.1       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4D      
002064        0     000944315.3       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
002065        0     000944315.6       接收     00000701      标准帧      数据帧        08     05 4E 8A 00 80 20 01 68      
002066        0     000944315.9       接收     00000701      标准帧      数据帧        08     06 4F 29 FF 80 20 01 4D      
002067        0     000944316.1       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
002068        0     000944316.3       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
002069        0     000944316.5       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
002070        0     000944316.7       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
002071        0     000944316.9       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
002072        0     000944317.2       接收     00000702      标准帧      数据帧        05     05 AC E0 33 23      
002073        0     000944317.4       接收     00000702      标准帧      数据帧        05     06 AC E0 33 5B      
002074        0     000944384.1       接收     00000600      标准帧      数据帧        05     05 03 77 6F 10      
002075        0     000944384.4       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
002076        0     000944384.6       接收     00000701      标准帧      数据帧        08     01 4E B1 FD 80 20 01 4D      
002077        0     000944384.9       接收     00000701      标准帧      数据帧        08     02 4E E2 01 80 20 01 52      
002078        0     000944385.1       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4C      
002079        0     000944385.4       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 58      
002080        0     000944385.7       接收     00000701      标准帧      数据帧        08     05 4E 8A 00 80 20 01 67      
002081        0     000944385.9       接收     00000701      标准帧      数据帧        08     06 4F 01 FB 80 20 01 4C      
002082        0     000944386.2       接收     00000701      标准帧      数据帧        08     07 4F 29 FF 80 20 01 4B      
002083        0     000944386.4       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
002084        0     000944386.6       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
002085        0     000944386.8       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
002086        0     000944387.1       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
002087        0     000944387.3       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
002088        0     000944387.5       接收     00000702      标准帧      数据帧        05     05 AC E0 33 23      
002089        0     000944387.7       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
002090        0     000944387.9       接收     00000702      标准帧      数据帧        05     07 AC E0 33 5B      
002091        0     000944414.2       接收     00000201      标准帧      数据帧        08     40 1F 40 00 10 F8 00 00      
002092        0     000944414.4       接收     00000700      标准帧      数据帧        04     04 1E 01 00      
002093        0     000944454.0       接收     00000600      标准帧      数据帧        05     05 02 77 71 10      
002094        0     000944454.3       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
002095        0     000944454.5       接收     00000701      标准帧      数据帧        08     01 4E B1 FD 80 20 01 4D      
002096        0     000944454.8       接收     00000701      标准帧      数据帧        08     02 4E E2 01 80 20 01 5A      
002097        0     000944455.1       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4C      
002098        0     000944455.3       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 58      
002099        0     000944455.6       接收     00000701      标准帧      数据帧        08     05 4E 8A 00 80 20 01 68      
002100        0     000944455.9       接收     00000701      标准帧      数据帧        08     06 4F 29 FF 80 20 01 4E      
002101        0     000944456.1       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
002102        0     000944456.3       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
002103        0     000944456.5       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
002104        0     000944456.7       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
002105        0     000944456.9       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
002106        0     000944457.1       接收     00000702      标准帧      数据帧        05     05 AC E0 33 23      
002107        0     000944457.4       接收     00000702      标准帧      数据帧        05     06 AC E0 33 5B      
002108        0     000944529.0       接收     00000600      标准帧      数据帧        05     05 02 77 73 10      
002109        0     000944529.3       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
002110        0     000944529.6       接收     00000701      标准帧      数据帧        08     01 4E A9 FD 80 20 01 4D      
002111        0     000944529.8       接收     00000701      标准帧      数据帧        08     02 4E E2 01 80 20 01 54      
002112        0     000944530.1       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4C      
002113        0     000944530.3       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
002114        0     000944530.6       接收     00000701      标准帧      数据帧        08     05 4E 8A 00 80 20 01 67      
002115        0     000944530.9       接收     00000701      标准帧      数据帧        08     06 4F 29 FF 80 20 01 4D      
002116        0     000944531.1       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
002117        0     000944531.3       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
002118        0     000944531.5       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
002119        0     000944531.7       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
002120        0     000944531.9       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
002121        0     000944532.1       接收     00000702      标准帧      数据帧        05     05 AC E0 33 23      
002122        0     000944532.3       接收     00000702      标准帧      数据帧        05     06 AC E0 33 5B      
002123        0     000944599.0       接收     00000600      标准帧      数据帧        05     06 02 77 75 10      
002124        0     000944599.3       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
002125        0     000944599.5       接收     00000701      标准帧      数据帧        08     01 4E A9 FD 80 20 01 4D      
002126        0     000944599.8       接收     00000701      标准帧      数据帧        08     02 4E E2 01 80 20 01 54      
002127        0     000944600.1       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4C      
002128        0     000944600.3       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 58      
002129        0     000944600.6       接收     00000701      标准帧      数据帧        08     05 4F 11 E6 80 20 03 56      
002130        0     000944600.8       接收     00000701      标准帧      数据帧        08     06 4E 8A 00 80 20 01 67      
002131        0     000944601.1       接收     00000701      标准帧      数据帧        08     07 4F 29 FF 80 20 01 4C      
002132        0     000944601.3       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
002133        0     000944601.5       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
002134        0     000944601.7       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
002135        0     000944602.0       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
002136        0     000944602.2       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
002137        0     000944602.4       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
002138        0     000944602.6       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
002139        0     000944602.8       接收     00000702      标准帧      数据帧        05     07 AC E0 33 5B      
002140        0     000944669.0       接收     00000600      标准帧      数据帧        05     06 02 77 77 10      
002141        0     000944669.3       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
002142        0     000944669.5       接收     00000701      标准帧      数据帧        08     01 4E B1 FD 80 20 01 4D      
002143        0     000944669.8       接收     00000701      标准帧      数据帧        08     02 4E E2 01 80 20 01 52      
002144        0     000944670.1       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4D      
002145        0     000944670.3       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
002146        0     000944670.6       接收     00000701      标准帧      数据帧        08     05 4F 11 E6 80 20 03 54      
002147        0     000944670.9       接收     00000701      标准帧      数据帧        08     06 4E 8A 00 80 20 01 67      
002148        0     000944671.1       接收     00000701      标准帧      数据帧        08     07 4F 29 FF 80 20 01 4C      
002149        0     000944671.3       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
002150        0     000944671.5       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
002151        0     000944671.8       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
002152        0     000944672.0       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
002153        0     000944672.2       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
002154        0     000944672.4       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
002155        0     000944672.6       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
002156        0     000944672.8       接收     00000702      标准帧      数据帧        05     07 AC E0 33 5B      
002157        0     000944744.0       接收     00000600      标准帧      数据帧        05     06 02 77 79 10      
002158        0     000944744.3       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
002159        0     000944744.5       接收     00000701      标准帧      数据帧        08     01 4E A9 FD 80 20 01 4D      
002160        0     000944744.8       接收     00000701      标准帧      数据帧        08     02 4E 9A 12 80 20 03 75      
002161        0     000944745.1       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4C      
002162        0     000944745.3       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 58      
002163        0     000944745.6       接收     00000701      标准帧      数据帧        08     05 4F 11 E6 80 20 03 56      
002164        0     000944745.8       接收     00000701      标准帧      数据帧        08     06 4E 8A 00 80 20 01 67      
002165        0     000944746.1       接收     00000701      标准帧      数据帧        08     07 4F 29 FF 80 20 01 4D      
002166        0     000944746.3       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
002167        0     000944746.5       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
002168        0     000944746.7       接收     00000702      标准帧      数据帧        05     02 9C E4 33 53      
002169        0     000944747.0       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
002170        0     000944747.2       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
002171        0     000944747.4       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
002172        0     000944747.6       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
002173        0     000944747.8       接收     00000702      标准帧      数据帧        05     07 AC E0 33 5B      
002174        0     000944814.0       接收     00000600      标准帧      数据帧        05     05 02 77 7B 10      
002175        0     000944814.3       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
002176        0     000944814.5       接收     00000701      标准帧      数据帧        08     01 4E A9 FD 80 20 01 4D      
002177        0     000944814.8       接收     00000701      标准帧      数据帧        08     02 4E B1 F0 80 20 03 6D      
002178        0     000944815.1       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4C      
002179        0     000944815.3       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 58      
002180        0     000944815.6       接收     00000701      标准帧      数据帧        08     05 4E 8A 00 80 20 01 67      
002181        0     000944815.8       接收     00000701      标准帧      数据帧        08     06 4F 29 FF 80 20 01 4D      
002182        0     000944816.1       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
002183        0     000944816.3       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
002184        0     000944816.5       接收     00000702      标准帧      数据帧        05     02 9C E2 33 23      
002185        0     000944816.7       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
002186        0     000944816.9       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
002187        0     000944817.1       接收     00000702      标准帧      数据帧        05     05 AC E0 33 23      
002188        0     000944817.3       接收     00000702      标准帧      数据帧        05     06 AC E0 33 5B      
002189        0     000944884.0       接收     00000600      标准帧      数据帧        05     06 02 77 7D 10      
002190        0     000944884.3       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
002191        0     000944884.5       接收     00000701      标准帧      数据帧        08     01 4E B1 FD 80 20 01 4D      
002192        0     000944884.8       接收     00000701      标准帧      数据帧        08     02 4E 9A 12 80 20 03 78      
002193        0     000944885.1       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4C      
002194        0     000944885.3       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
002195        0     000944885.6       接收     00000701      标准帧      数据帧        08     05 4F 11 E6 80 20 03 56      
