*********************************************************
CAN通信数据记录
CAN1波特率：500Kbps
CAN2波特率：1Mbps
日期：2018年07月09日
时间：17:48:05
*********************************************************

序列       通道号     时间标识     传输方向   帧ID(Hex)     帧类型      帧格式     数据长度  数据(Hex)
003207        0     019012584.9       接收     0000060B      标准帧      数据帧        08     0A 52 2C 40 80 20 01 79      
003208        0     019012585.1       接收     0000060C      标准帧      数据帧        07     07 84 63 3A 02 20 E8      
003209        0     019012585.4       接收     0000060C      标准帧      数据帧        07     09 9D 29 4A 82 20 AC      
003210        0     019012585.6       接收     0000060C      标准帧      数据帧        07     01 94 E5 5A 82 20 E8      
003211        0     019012585.9       接收     0000060C      标准帧      数据帧        07     00 8C A3 3A 02 20 E8      
003212        0     019012586.1       接收     0000060C      标准帧      数据帧        07     04 94 E7 3A 82 20 AC      
003213        0     019012586.4       接收     0000060C      标准帧      数据帧        07     13 A5 2B 4B 02 20 6C      
003214        0     019012586.6       接收     0000060C      标准帧      数据帧        07     03 9D 2B 5B 02 20 AC      
003215        0     019012586.8       接收     0000060C      标准帧      数据帧        07     0B 8C A5 3A 02 20 E8      
003216        0     019012587.1       接收     0000060C      标准帧      数据帧        07     08 94 E5 4A 02 20 E8      
003217        0     019012587.3       接收     0000060C      标准帧      数据帧        07     11 94 A5 3A 02 20 E8      
003218        0     019012587.6       接收     0000060C      标准帧      数据帧        07     14 A5 6B 5B 02 20 6C      
003219        0     019012587.8       接收     0000060C      标准帧      数据帧        07     0F 94 E5 3A 02 20 E8      
003220        0     019012588.1       接收     0000060C      标准帧      数据帧        07     15 94 E7 4A 82 20 CC      
003221        0     019012588.3       接收     0000060C      标准帧      数据帧        07     02 9C E7 7B 82 20 E8      
003222        0     019012588.6       接收     0000060C      标准帧      数据帧        07     05 AD 71 8D 82 20 4C      
003223        0     019012588.8       接收     0000060C      标准帧      数据帧        07     06 A5 2B 8D 82 20 68      
003224        0     019012589.1       接收     0000060C      标准帧      数据帧        07     0A 94 E7 3A 82 20 A8      
003225        0     019012589.3       接收     0000060D      标准帧      数据帧        08     07 7E 8F A6 70 80 19 0B      
003226        0     019012589.6       接收     0000060D      标准帧      数据帧        08     09 7C 4F A0 70 80 05 05      
003227        0     019012589.9       接收     0000060D      标准帧      数据帧        08     01 7E 0F A0 70 80 05 05      
003228        0     019012590.1       接收     0000060D      标准帧      数据帧        08     00 7F 2F A0 70 80 05 05      
003229        0     019012590.4       接收     0000060D      标准帧      数据帧        08     04 7C EF A0 70 80 05 05      
003230        0     019012590.7       接收     0000060D      标准帧      数据帧        08     13 7D 2F A0 70 80 05 05      
003231        0     019012590.9       接收     0000060D      标准帧      数据帧        08     03 84 2F A0 70 80 05 05      
003232        0     019012591.2       接收     0000060D      标准帧      数据帧        08     0B 7D AF A0 70 80 05 05      
003233        0     019012591.5       接收     0000060D      标准帧      数据帧        08     08 7D CF A0 70 80 05 05      
003234        0     019012591.7       接收     0000060D      标准帧      数据帧        08     11 7D 2F A0 70 80 05 05      
003235        0     019012592.0       接收     0000060D      标准帧      数据帧        08     14 7C AF A0 70 80 05 05      
003236        0     019012592.3       接收     0000060D      标准帧      数据帧        08     0F 7E 4F A0 70 80 05 05      
003237        0     019012592.5       接收     0000060D      标准帧      数据帧        08     15 7C 2F A0 70 80 05 05      
003238        0     019012592.8       接收     0000060D      标准帧      数据帧        08     02 8A 4F A0 70 80 05 05      
003239        0     019012593.1       接收     0000060D      标准帧      数据帧        08     05 7D 0F A0 70 80 05 05      
003240        0     019012593.3       接收     0000060D      标准帧      数据帧        08     06 82 0F A0 70 80 05 05      
003241        0     019012593.6       接收     0000060D      标准帧      数据帧        08     0A 7D 8F A0 70 80 05 05      
003242        0     019012593.8       接收     0000060E      标准帧      数据帧        04     07 00 00 00      
003243        0     019012594.0       接收     0000060E      标准帧      数据帧        04     09 02 00 00      
003244        0     019012594.2       接收     0000060E      标准帧      数据帧        04     01 03 00 00      
003245        0     019012594.4       接收     0000060E      标准帧      数据帧        04     00 03 00 00      
003246        0     019012594.6       接收     0000060E      标准帧      数据帧        04     04 03 00 00      
003247        0     019012594.8       接收     0000060E      标准帧      数据帧        04     13 00 00 00      
003248        0     019012595.0       接收     0000060E      标准帧      数据帧        04     03 03 00 00      
003249        0     019012595.1       接收     0000060E      标准帧      数据帧        04     0B 02 00 00      
003250        0     019012595.3       接收     0000060E      标准帧      数据帧        04     08 02 00 00      
003251        0     019012595.5       接收     0000060E      标准帧      数据帧        04     11 00 00 00      
003252        0     019012595.7       接收     0000060E      标准帧      数据帧        04     14 00 00 00      
003253        0     019012595.9       接收     0000060E      标准帧      数据帧        04     0F 02 00 00      
003254        0     019012596.1       接收     0000060E      标准帧      数据帧        04     15 00 00 00      
003255        0     019012596.3       接收     0000060E      标准帧      数据帧        04     02 03 00 00      
003256        0     019012596.5       接收     0000060E      标准帧      数据帧        04     05 03 00 00      
003257        0     019012596.7       接收     0000060E      标准帧      数据帧        04     06 02 00 00      
003258        0     019012596.9       接收     0000060E      标准帧      数据帧        04     0A 02 00 00      
003259        0     019012650.4       接收     0000060A      标准帧      数据帧        04     13 42 E1 10      
003260        0     019012650.7       接收     0000060B      标准帧      数据帧        08     07 4E 44 06 80 20 01 81      
003261        0     019012650.9       接收     0000060B      标准帧      数据帧        08     09 4E 9B E9 7F E0 01 92      
003262        0     019012651.2       接收     0000060B      标准帧      数据帧        08     0C 4F 6B FD 80 20 01 7D      
003263        0     019012651.5       接收     0000060B      标准帧      数据帧        08     01 4F 6B F4 80 1E E1 7F      
003264        0     019012651.7       接收     0000060B      标准帧      数据帧        08     00 4F EB FE 80 20 21 84      
003265        0     019012652.0       接收     0000060B      标准帧      数据帧        08     04 4F EC 07 80 20 01 87      
003266        0     019012652.3       接收     0000060B      标准帧      数据帧        08     13 4F B4 1E 80 1F A1 7A      
003267        0     019012652.5       接收     0000060B      标准帧      数据帧        08     03 4F EB DD 80 5F 81 76      
003268        0     019012652.8       接收     0000060B      标准帧      数据帧        08     0B 4F E4 29 80 20 01 81      
003269        0     019012653.1       接收     0000060B      标准帧      数据帧        08     08 50 AC 10 80 1F C1 7C      
003270        0     019012653.3       接收     0000060B      标准帧      数据帧        08     11 50 FC 17 80 1F C1 89      
003271        0     019012653.6       接收     0000060B      标准帧      数据帧        08     14 50 AB C9 80 1F A1 8C      
003272        0     019012653.8       接收     0000060B      标准帧      数据帧        08     0F 51 4C 21 80 20 21 86      
003273        0     019012654.1       接收     0000060B      标准帧      数据帧        08     15 51 3C 29 80 1F E1 91      
003274        0     019012654.4       接收     0000060B      标准帧      数据帧        08     02 51 94 2D 80 5E 41 8D      
003275        0     019012654.6       接收     0000060B      标准帧      数据帧        08     0D 51 84 34 80 20 01 92      
003276        0     019012654.9       接收     0000060B      标准帧      数据帧        08     05 51 43 A6 80 20 21 90      
003277        0     019012655.1       接收     0000060B      标准帧      数据帧        08     06 52 4B F9 80 20 01 79      
003278        0     019012655.4       接收     0000060B      标准帧      数据帧        08     0A 52 2C 40 80 20 01 78      
003279        0     019012655.6       接收     0000060C      标准帧      数据帧        07     07 84 63 3A 02 20 E8      
003280        0     019012655.9       接收     0000060C      标准帧      数据帧        07     09 9D 29 4A 82 20 8C      
003281        0     019012656.1       接收     0000060C      标准帧      数据帧        07     0C A5 27 8D 82 20 64      
003282        0     019012656.4       接收     0000060C      标准帧      数据帧        07     01 94 E5 5A 82 20 E8      
003283        0     019012656.6       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 02 20 CC      
003284        0     019012656.9       接收     0000060C      标准帧      数据帧        07     04 94 E5 3A 02 20 E8      
003285        0     019012657.1       接收     0000060C      标准帧      数据帧        07     13 A5 2B 4B 02 20 6C      
003286        0     019012657.4       接收     0000060C      标准帧      数据帧        07     03 9D 6B 5B 02 20 AC      
003287        0     019012657.6       接收     0000060C      标准帧      数据帧        07     0B 8C A5 3A 02 20 E8      
003288        0     019012657.9       接收     0000060C      标准帧      数据帧        07     08 94 E5 3A 02 20 E8      
003289        0     019012658.1       接收     0000060C      标准帧      数据帧        07     11 94 A5 3A 02 20 E8      
003290        0     019012658.4       接收     0000060C      标准帧      数据帧        07     14 AD 6D 5B 02 20 6C      
003291        0     019012658.6       接收     0000060C      标准帧      数据帧        07     0F 94 E5 3A 82 20 CC      
003292        0     019012658.8       接收     0000060C      标准帧      数据帧        07     15 94 E5 4A 82 20 E8      
003293        0     019012659.1       接收     0000060C      标准帧      数据帧        07     02 9D 29 7B 82 20 CC      
003294        0     019012659.3       接收     0000060C      标准帧      数据帧        07     0D A5 27 8D 82 20 64      
003295        0     019012659.6       接收     0000060C      标准帧      数据帧        07     05 A5 2F 7D 02 20 68      
003296        0     019012659.8       接收     0000060C      标准帧      数据帧        07     06 A5 6F 8D 82 20 4C      
003297        0     019012660.1       接收     0000060C      标准帧      数据帧        07     0A 94 E7 3A 82 20 A8      
003298        0     019012660.4       接收     0000060D      标准帧      数据帧        08     07 7F 2F A6 70 80 19 0B      
003299        0     019012660.6       接收     0000060D      标准帧      数据帧        08     09 7C 4F A0 70 80 05 05      
003300        0     019012660.9       接收     0000060D      标准帧      数据帧        08     0C 7D 0F A0 70 80 05 05      
003301        0     019012661.2       接收     0000060D      标准帧      数据帧        08     01 7E CF A0 70 80 05 05      
003302        0     019012661.4       接收     0000060D      标准帧      数据帧        08     00 7F 2F A0 70 80 05 05      
003303        0     019012661.7       接收     0000060D      标准帧      数据帧        08     04 7D AF A0 70 80 05 05      
003304        0     019012662.0       接收     0000060D      标准帧      数据帧        08     13 7D 2F A0 70 80 05 05      
003305        0     019012662.2       接收     0000060D      标准帧      数据帧        08     03 84 2F A0 70 80 05 05      
003306        0     019012662.5       接收     0000060D      标准帧      数据帧        08     0B 7E 2F A0 70 80 05 05      
003307        0     019012662.8       接收     0000060D      标准帧      数据帧        08     08 7E 4F A0 70 80 05 05      
003308        0     019012663.0       接收     0000060D      标准帧      数据帧        08     11 7D AF A0 70 80 05 05      
003309        0     019012663.3       接收     0000060D      标准帧      数据帧        08     14 7C AF A0 70 80 05 05      
003310        0     019012663.6       接收     0000060D      标准帧      数据帧        08     0F 7E 4F A0 70 80 05 05      
003311        0     019012663.8       接收     0000060D      标准帧      数据帧        08     15 7D EF A0 70 80 05 05      
003312        0     019012664.1       接收     0000060D      标准帧      数据帧        08     02 8A 4F A0 70 80 05 05      
003313        0     019012664.4       接收     0000060D      标准帧      数据帧        08     0D 7D 0F A0 70 80 05 05      
003314        0     019012664.6       接收     0000060D      标准帧      数据帧        08     05 81 6F A0 70 80 05 05      
003315        0     019012664.9       接收     0000060D      标准帧      数据帧        08     06 82 0F A0 70 80 05 05      
003316        0     019012665.2       接收     0000060D      标准帧      数据帧        08     0A 7E 0F A0 70 80 05 05      
003317        0     019012665.4       接收     0000060E      标准帧      数据帧        04     07 00 00 00      
003318        0     019012665.6       接收     0000060E      标准帧      数据帧        04     09 02 00 00      
003319        0     019012665.7       接收     0000060E      标准帧      数据帧        04     0C 02 00 00      
003320        0     019012665.9       接收     0000060E      标准帧      数据帧        04     01 03 00 00      
003321        0     019012666.1       接收     0000060E      标准帧      数据帧        04     00 03 00 00      
003322        0     019012666.3       接收     0000060E      标准帧      数据帧        04     04 03 00 00      
003323        0     019012666.5       接收     0000060E      标准帧      数据帧        04     13 00 00 00      
003324        0     019012666.7       接收     0000060E      标准帧      数据帧        04     03 03 00 00      
003325        0     019012666.9       接收     0000060E      标准帧      数据帧        04     0B 02 00 00      
003326        0     019012667.1       接收     0000060E      标准帧      数据帧        04     08 02 00 00      
003327        0     019012667.3       接收     0000060E      标准帧      数据帧        04     11 02 00 00      
003328        0     019012667.5       接收     0000060E      标准帧      数据帧        04     14 00 00 00      
003329        0     019012667.7       接收     0000060E      标准帧      数据帧        04     0F 02 00 00      
003330        0     019012667.9       接收     0000060E      标准帧      数据帧        04     15 00 00 00      
003331        0     019012668.0       接收     0000060E      标准帧      数据帧        04     02 03 00 00      
003332        0     019012668.2       接收     0000060E      标准帧      数据帧        04     0D 02 00 00      
003333        0     019012668.4       接收     0000060E      标准帧      数据帧        04     05 03 00 00      
003334        0     019012668.6       接收     0000060E      标准帧      数据帧        04     06 02 00 00      
003335        0     019012668.8       接收     0000060E      标准帧      数据帧        04     0A 02 00 00      
003336        0     019012725.4       接收     0000060A      标准帧      数据帧        04     14 42 E3 10      
003337        0     019012725.7       接收     0000060B      标准帧      数据帧        08     07 4E 44 06 80 20 01 81      
003338        0     019012725.9       接收     0000060B      标准帧      数据帧        08     09 4E 9B E9 7F E0 01 92      
003339        0     019012726.2       接收     0000060B      标准帧      数据帧        08     0C 4F 63 FD 80 20 01 7B      
003340        0     019012726.5       接收     0000060B      标准帧      数据帧        08     01 4F 6B F4 80 1F 01 80      
003341        0     019012726.7       接收     0000060B      标准帧      数据帧        08     00 4F E3 FE 80 20 21 84      
003342        0     019012727.0       接收     0000060B      标准帧      数据帧        08     04 4F EC 07 80 20 01 87      
003343        0     019012727.3       接收     0000060B      标准帧      数据帧        08     13 4F B4 1D 80 1F A1 7A      
003344        0     019012727.5       接收     0000060B      标准帧      数据帧        08     03 4F EB DD 80 5F 81 76      
003345        0     019012727.8       接收     0000060B      标准帧      数据帧        08     0B 4F E4 2A 80 20 01 80      
003346        0     019012728.0       接收     0000060B      标准帧      数据帧        08     08 50 AC 11 80 1F E1 7C      
003347        0     019012728.3       接收     0000060B      标准帧      数据帧        08     11 50 FC 18 80 1F C1 89      
003348        0     019012728.6       接收     0000060B      标准帧      数据帧        08     14 50 AB C8 80 1F A1 8C      
003349        0     019012728.8       接收     0000060B      标准帧      数据帧        08     0F 51 4C 21 80 20 21 81      
003350        0     019012729.1       接收     0000060B      标准帧      数据帧        08     15 51 3C 29 80 1F E1 90      
003351        0     019012729.3       接收     0000060B      标准帧      数据帧        08     02 51 94 2B 80 5E 41 8D      
003352        0     019012729.6       接收     0000060B      标准帧      数据帧        08     0D 51 84 34 80 20 01 91      
003353        0     019012729.9       接收     0000060B      标准帧      数据帧        08     05 51 43 A7 80 20 21 90      
003354        0     019012730.1       接收     0000060B      标准帧      数据帧        08     06 52 4B F9 80 20 01 79      
003355        0     019012730.4       接收     0000060B      标准帧      数据帧        08     0A 52 2C 40 80 20 01 78      
003356        0     019012730.6       接收     0000060B      标准帧      数据帧        08     0E 51 CC 5B 80 20 01 7F      
003357        0     019012730.9       接收     0000060C      标准帧      数据帧        07     07 84 63 3A 02 20 E8      
003358        0     019012731.1       接收     0000060C      标准帧      数据帧        07     09 A5 29 4A 82 20 8C      
003359        0     019012731.4       接收     0000060C      标准帧      数据帧        07     0C 9C E7 8C 82 20 A8      
003360        0     019012731.6       接收     0000060C      标准帧      数据帧        07     01 94 E5 5A 82 20 E8      
003361        0     019012731.9       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 02 20 E8      
003362        0     019012732.1       接收     0000060C      标准帧      数据帧        07     04 94 E5 3A 82 20 E8      
003363        0     019012732.4       接收     0000060C      标准帧      数据帧        07     13 A5 2B 4B 02 20 4C      
003364        0     019012732.6       接收     0000060C      标准帧      数据帧        07     03 9D 6B 5B 82 20 AC      
003365        0     019012732.9       接收     0000060C      标准帧      数据帧        07     0B 8C A5 3A 02 20 E8      
003366        0     019012733.1       接收     0000060C      标准帧      数据帧        07     08 94 A5 3A 02 20 E8      
003367        0     019012733.4       接收     0000060C      标准帧      数据帧        07     11 94 A5 3A 02 20 E8      
003368        0     019012733.6       接收     0000060C      标准帧      数据帧        07     14 AD 6D 5B 02 20 4C      
003369        0     019012733.9       接收     0000060C      标准帧      数据帧        07     0F 94 E7 3A 82 20 C8      
003370        0     019012734.1       接收     0000060C      标准帧      数据帧        07     15 94 E5 3A 02 20 E8      
003371        0     019012734.4       接收     0000060C      标准帧      数据帧        07     02 9D 29 7B 82 20 CC      
003372        0     019012734.6       接收     0000060C      标准帧      数据帧        07     0D 9C E7 8D 02 20 A8      
003373        0     019012734.8       接收     0000060C      标准帧      数据帧        07     05 A5 6F 7D 02 20 4C      
003374        0     019012735.1       接收     0000060C      标准帧      数据帧        07     06 A5 6F 8D 82 20 2C      
003375        0     019012735.3       接收     0000060C      标准帧      数据帧        07     0A 94 E7 3A 82 20 AC      
003376        0     019012735.6       接收     0000060C      标准帧      数据帧        07     0E A5 27 8D 82 20 64      
003377        0     019012735.9       接收     0000060D      标准帧      数据帧        08     07 7C 8F A6 70 80 19 0B      
003378        0     019012736.1       接收     0000060D      标准帧      数据帧        08     09 7C 4F A0 70 80 05 05      
003379        0     019012736.4       接收     0000060D      标准帧      数据帧        08     0C 67 0F A0 70 80 05 05      
003380        0     019012736.7       接收     0000060D      标准帧      数据帧        08     01 7D AF A0 70 80 05 05      
003381        0     019012736.9       接收     0000060D      标准帧      数据帧        08     00 7C 8F A0 70 80 05 05      
003382        0     019012737.2       接收     0000060D      标准帧      数据帧        08     04 7C AF A0 70 80 05 05      
003383        0     019012737.5       接收     0000060D      标准帧      数据帧        08     13 7D 2F A0 70 80 05 05      
003384        0     019012737.7       接收     0000060D      标准帧      数据帧        08     03 84 2F A0 70 80 05 05      
003385        0     019012738.0       接收     0000060D      标准帧      数据帧        08     0B 7C EF A0 70 80 05 05      
003386        0     019012738.3       接收     0000060D      标准帧      数据帧        08     08 7C AF A0 70 80 05 05      
003387        0     019012738.5       接收     0000060D      标准帧      数据帧        08     11 7C 4F A0 70 80 05 05      
003388        0     019012738.8       接收     0000060D      标准帧      数据帧        08     14 7C AF A0 70 80 05 05      
003389        0     019012739.1       接收     0000060D      标准帧      数据帧        08     0F 7D CF A0 70 80 05 05      
003390        0     019012739.3       接收     0000060D      标准帧      数据帧        08     15 7C CF A0 70 80 05 05      
003391        0     019012739.6       接收     0000060D      标准帧      数据帧        08     02 8A 4F A0 70 80 05 05      
003392        0     019012739.9       接收     0000060D      标准帧      数据帧        08     0D 65 AF A0 70 80 05 05      
003393        0     019012740.1       接收     0000060D      标准帧      数据帧        08     05 81 6F A0 70 80 05 05      
003394        0     019012740.4       接收     0000060D      标准帧      数据帧        08     06 82 0F A0 70 80 05 05      
003395        0     019012740.6       接收     0000060D      标准帧      数据帧        08     0A 7E 0F A0 70 80 05 05      
003396        0     019012740.9       接收     0000060D      标准帧      数据帧        08     0E 7D 0F A0 70 80 05 05      
003397        0     019012741.1       接收     0000060E      标准帧      数据帧        04     07 00 00 00      
003398        0     019012741.3       接收     0000060E      标准帧      数据帧        04     09 02 00 00      
003399        0     019012741.5       接收     0000060E      标准帧      数据帧        04     0C 02 00 00      
003400        0     019012741.7       接收     0000060E      标准帧      数据帧        04     01 03 00 00      
003401        0     019012741.9       接收     0000060E      标准帧      数据帧        04     00 03 00 00      
003402        0     019012742.1       接收     0000060E      标准帧      数据帧        04     04 03 00 00      
003403        0     019012742.3       接收     0000060E      标准帧      数据帧        04     13 02 00 00      
003404        0     019012742.5       接收     0000060E      标准帧      数据帧        04     03 03 00 00      
003405        0     019012742.6       接收     0000060E      标准帧      数据帧        04     0B 02 00 00      
003406        0     019012742.9       接收     0000060E      标准帧      数据帧        04     08 02 00 00      
003407        0     019012743.0       接收     0000060E      标准帧      数据帧        04     11 02 00 00      
003408        0     019012743.2       接收     0000060E      标准帧      数据帧        04     14 00 00 00      
003409        0     019012743.4       接收     0000060E      标准帧      数据帧        04     0F 02 00 00      
003410        0     019012743.6       接收     0000060E      标准帧      数据帧        04     15 00 00 00      
003411        0     019012743.8       接收     0000060E      标准帧      数据帧        04     02 03 00 00      
003412        0     019012744.0       接收     0000060E      标准帧      数据帧        04     0D 02 00 00      
003413        0     019012744.2       接收     0000060E      标准帧      数据帧        04     05 03 00 00      
003414        0     019012744.4       接收     0000060E      标准帧      数据帧        04     06 02 00 00      
003415        0     019012744.6       接收     0000060E      标准帧      数据帧        04     0A 02 00 00      
003416        0     019012744.8       接收     0000060E      标准帧      数据帧        04     0E 02 00 00      
003417        0     019012795.4       接收     0000060A      标准帧      数据帧        04     13 42 E5 10      
003418        0     019012795.7       接收     0000060B      标准帧      数据帧        08     07 4E 44 06 80 20 01 7F      
003419        0     019012795.9       接收     0000060B      标准帧      数据帧        08     09 4E 9B E9 7F E0 01 92      
003420        0     019012796.2       接收     0000060B      标准帧      数据帧        08     0C 4F 63 FD 7F DF C1 76      
003421        0     019012796.5       接收     0000060B      标准帧      数据帧        08     01 4F 6B F3 80 1F 21 7D      
003422        0     019012796.7       接收     0000060B      标准帧      数据帧        08     00 4F E3 FE 80 20 21 84      
003423        0     019012797.0       接收     0000060B      标准帧      数据帧        08     04 4F EC 07 80 20 01 87      
003424        0     019012797.3       接收     0000060B      标准帧      数据帧        08     13 4F B4 1D 80 1F A1 7A      
003425        0     019012797.5       接收     0000060B      标准帧      数据帧        08     03 4F EB DC 80 5F 81 74      
003426        0     019012797.8       接收     0000060B      标准帧      数据帧        08     0B 4F E4 29 80 20 01 80      
003427        0     019012798.0       接收     0000060B      标准帧      数据帧        08     08 50 AC 11 80 1F C1 7A      
003428        0     019012798.3       接收     0000060B      标准帧      数据帧        08     11 50 FC 17 80 1F C1 89      
003429        0     019012798.6       接收     0000060B      标准帧      数据帧        08     14 50 AB C8 80 1F A1 8C      
003430        0     019012798.8       接收     0000060B      标准帧      数据帧        08     0F 51 4C 21 80 20 21 83      
003431        0     019012799.1       接收     0000060B      标准帧      数据帧        08     15 51 3C 29 80 1F E1 90      
003432        0     019012799.3       接收     0000060B      标准帧      数据帧        08     02 51 94 2C 80 1E C1 8C      
003433        0     019012799.6       接收     0000060B      标准帧      数据帧        08     0D 51 84 34 7F DF C1 8D      
003434        0     019012799.9       接收     0000060B      标准帧      数据帧        08     05 51 43 A7 80 20 21 90      
003435        0     019012800.1       接收     0000060B      标准帧      数据帧        08     0A 52 2C 40 80 20 01 78      
003436        0     019012800.4       接收     0000060B      标准帧      数据帧        08     0E 51 CC 5B 80 1F E1 7F      
003437        0     019012800.6       接收     0000060C      标准帧      数据帧        07     07 84 63 3A 02 20 E8      
003438        0     019012800.9       接收     0000060C      标准帧      数据帧        07     09 A5 2B 4A 82 20 6C      
003439        0     019012801.1       接收     0000060C      标准帧      数据帧        07     0C 9D 29 7C 82 20 A8      
003440        0     019012801.4       接收     0000060C      标准帧      数据帧        07     01 94 E5 4A 82 20 E8      
003441        0     019012801.6       接收     0000060C      标准帧      数据帧        07     00 8C A3 3A 02 20 E8      
003442        0     019012801.9       接收     0000060C      标准帧      数据帧        07     04 94 E7 3A 82 20 CC      
003443        0     019012802.1       接收     0000060C      标准帧      数据帧        07     13 AD 6B 4B 02 20 4C      
003444        0     019012802.4       接收     0000060C      标准帧      数据帧        07     03 A5 6B 5B 02 20 88      
003445        0     019012802.6       接收     0000060C      标准帧      数据帧        07     0B 8C A5 3A 02 20 E8      
003446        0     019012802.9       接收     0000060C      标准帧      数据帧        07     08 94 E5 3A 02 20 E8      
003447        0     019012803.1       接收     0000060C      标准帧      数据帧        07     11 94 E5 3A 82 20 CC      
003448        0     019012803.4       接收     0000060C      标准帧      数据帧        07     14 AD 6D 5B 02 20 4C      
003449        0     019012803.6       接收     0000060C      标准帧      数据帧        07     0F 94 E5 3A 02 20 E8      
003450        0     019012803.9       接收     0000060C      标准帧      数据帧        07     15 94 E5 4A 82 20 CC      
003451        0     019012804.1       接收     0000060C      标准帧      数据帧        07     02 9D 29 6B 02 20 E8      
003452        0     019012804.4       接收     0000060C      标准帧      数据帧        07     0D 9D 2B 8C 82 20 C8      
003453        0     019012804.6       接收     0000060C      标准帧      数据帧        07     05 AD 6F 7D 02 20 4C      
003454        0     019012804.9       接收     0000060C      标准帧      数据帧        07     0A 94 E7 3A 82 20 AC      
003455        0     019012805.1       接收     0000060C      标准帧      数据帧        07     0E A5 2B 8D 82 20 68      
003456        0     019012805.4       接收     0000060D      标准帧      数据帧        08     07 7A 0F A6 70 80 19 0B      
003457        0     019012805.6       接收     0000060D      标准帧      数据帧        08     09 7C 4F A0 70 80 05 05      
003458        0     019012805.9       接收     0000060D      标准帧      数据帧        08     0C 69 4F A0 70 80 05 05      
003459        0     019012806.2       接收     0000060D      标准帧      数据帧        08     01 7B 8F A0 70 80 05 05      
003460        0     019012806.4       接收     0000060D      标准帧      数据帧        08     00 7A AF A0 70 80 05 05      
003461        0     019012806.7       接收     0000060D      标准帧      数据帧        08     04 7C AF A0 70 80 05 05      
003462        0     019012807.0       接收     0000060D      标准帧      数据帧        08     13 7D 2F A0 70 80 05 05      
003463        0     019012807.2       接收     0000060D      标准帧      数据帧        08     03 83 2F A0 70 80 05 05      
003464        0     019012807.5       接收     0000060D      标准帧      数据帧        08     0B 7B 8F A0 70 80 05 05      
003465        0     019012807.8       接收     0000060D      标准帧      数据帧        08     08 7B EF A0 70 80 05 05      
003466        0     019012808.0       接收     0000060D      标准帧      数据帧        08     11 7C 4F A0 70 80 05 05      
003467        0     019012808.3       接收     0000060D      标准帧      数据帧        08     14 7C AF A0 70 80 05 05      
003468        0     019012808.5       接收     0000060D      标准帧      数据帧        08     0F 7B 6F A0 70 80 05 05      
003469        0     019012808.8       接收     0000060D      标准帧      数据帧        08     15 7C CF A0 70 80 05 05      
003470        0     019012809.1       接收     0000060D      标准帧      数据帧        08     02 7E 0F A0 70 80 05 05      
003471        0     019012809.3       接收     0000060D      标准帧      数据帧        08     0D 66 AF A0 70 80 05 05      
003472        0     019012809.6       接收     0000060D      标准帧      数据帧        08     05 81 6F A0 70 80 05 05      
003473        0     019012809.9       接收     0000060D      标准帧      数据帧        08     0A 7E 0F A0 70 80 05 05      
003474        0     019012810.1       接收     0000060D      标准帧      数据帧        08     0E 7B CF A0 70 80 05 05      
003475        0     019012810.3       接收     0000060E      标准帧      数据帧        04     07 00 00 00      
003476        0     019012810.5       接收     0000060E      标准帧      数据帧        04     09 02 00 00      
003477        0     019012810.7       接收     0000060E      标准帧      数据帧        04     0C 02 00 00      
003478        0     019012810.9       接收     0000060E      标准帧      数据帧        04     01 03 00 00      
003479        0     019012811.1       接收     0000060E      标准帧      数据帧        04     00 03 00 00      
003480        0     019012811.3       接收     0000060E      标准帧      数据帧        04     04 03 00 00      
003481        0     019012811.5       接收     0000060E      标准帧      数据帧        04     13 00 00 00      
003482        0     019012811.7       接收     0000060E      标准帧      数据帧        04     03 03 00 00      
003483        0     019012811.9       接收     0000060E      标准帧      数据帧        04     0B 02 00 00      
003484        0     019012812.1       接收     0000060E      标准帧      数据帧        04     08 02 00 00      
003485        0     019012812.2       接收     0000060E      标准帧      数据帧        04     11 02 00 00      
003486        0     019012812.4       接收     0000060E      标准帧      数据帧        04     14 00 00 00      
003487        0     019012812.6       接收     0000060E      标准帧      数据帧        04     0F 02 00 00      
003488        0     019012812.8       接收     0000060E      标准帧      数据帧        04     15 00 00 00      
003489        0     019012813.0       接收     0000060E      标准帧      数据帧        04     02 03 00 00      
003490        0     019012813.2       接收     0000060E      标准帧      数据帧        04     0D 02 00 00      
003491        0     019012813.4       接收     0000060E      标准帧      数据帧        04     05 03 00 00      
003492        0     019012813.6       接收     0000060E      标准帧      数据帧        04     0A 02 00 00      
003493        0     019012813.8       接收     0000060E      标准帧      数据帧        04     0E 02 00 00      
003494        0     019012870.4       接收     0000060A      标准帧      数据帧        04     14 42 E7 10      
003495        0     019012870.7       接收     0000060B      标准帧      数据帧        08     07 4E 44 06 80 20 01 7E      
003496        0     019012870.9       接收     0000060B      标准帧      数据帧        08     09 4E 9B E9 7F E0 01 92      
003497        0     019012871.2       接收     0000060B      标准帧      数据帧        08     0C 4F 63 FD 7F DF C1 76      
003498        0     019012871.5       接收     0000060B      标准帧      数据帧        08     01 4F 6B F2 80 1F 01 77      
003499        0     019012871.7       接收     0000060B      标准帧      数据帧        08     00 4F E3 FE 80 20 01 84      
