*********************************************************
CAN通信数据记录
CAN1波特率：500Kbps
CAN2波特率：1Mbps
日期：2018年07月09日
时间：17:48:05
*********************************************************

序列       通道号     时间标识     传输方向   帧ID(Hex)     帧类型      帧格式     数据长度  数据(Hex)
000273        0     019009869.2       接收     0000060D      标准帧      数据帧        08     0C 7B AF A0 70 80 05 05      
000274        0     019009869.5       接收     0000060D      标准帧      数据帧        08     10 7C CF A0 70 80 05 05      
000275        0     019009869.8       接收     0000060D      标准帧      数据帧        08     08 7C 0F A0 70 80 05 05      
000276        0     019009870.0       接收     0000060D      标准帧      数据帧        08     0D 7D 0F A0 70 80 05 05      
000277        0     019009870.3       接收     0000060D      标准帧      数据帧        08     0A 7B 2F A0 70 80 05 05      
000278        0     019009870.5       接收     0000060E      标准帧      数据帧        04     07 00 00 00      
000279        0     019009870.7       接收     0000060E      标准帧      数据帧        04     0E 02 00 00      
000280        0     019009870.9       接收     0000060E      标准帧      数据帧        04     09 02 00 00      
000281        0     019009871.1       接收     0000060E      标准帧      数据帧        04     02 03 00 00      
000282        0     019009871.2       接收     0000060E      标准帧      数据帧        04     00 03 00 00      
000283        0     019009871.4       接收     0000060E      标准帧      数据帧        04     04 03 00 00      
000284        0     019009871.6       接收     0000060E      标准帧      数据帧        04     13 00 00 00      
000285        0     019009871.8       接收     0000060E      标准帧      数据帧        04     01 03 00 00      
000286        0     019009872.0       接收     0000060E      标准帧      数据帧        04     0B 02 00 00      
000287        0     019009872.2       接收     0000060E      标准帧      数据帧        04     03 03 00 00      
000288        0     019009872.4       接收     0000060E      标准帧      数据帧        04     06 02 00 00      
000289        0     019009872.6       接收     0000060E      标准帧      数据帧        04     11 02 00 00      
000290        0     019009872.8       接收     0000060E      标准帧      数据帧        04     0F 02 00 00      
000291        0     019009873.0       接收     0000060E      标准帧      数据帧        04     05 03 00 00      
000292        0     019009873.2       接收     0000060E      标准帧      数据帧        04     0C 02 00 00      
000293        0     019009873.4       接收     0000060E      标准帧      数据帧        04     10 02 00 00      
000294        0     019009873.6       接收     0000060E      标准帧      数据帧        04     08 02 00 00      
000295        0     019009873.8       接收     0000060E      标准帧      数据帧        04     0D 02 00 00      
000296        0     019009873.9       接收     0000060E      标准帧      数据帧        04     0A 02 00 00      
000297        0     019009925.6       接收     0000060A      标准帧      数据帧        04     12 42 95 10      
000298        0     019009925.8       接收     0000060B      标准帧      数据帧        08     0E 4E 4B FB 80 20 A1 79      
000299        0     019009926.0       接收     0000060B      标准帧      数据帧        08     07 4E 44 05 80 20 01 7D      
000300        0     019009926.3       接收     0000060B      标准帧      数据帧        08     09 4E A3 E9 80 20 81 91      
000301        0     019009926.6       接收     0000060B      标准帧      数据帧        08     02 4F 63 F6 80 20 01 75      
000302        0     019009926.8       接收     0000060B      标准帧      数据帧        08     00 4F E3 FD 80 1F E1 82      
000303        0     019009927.1       接收     0000060B      标准帧      数据帧        08     04 4F EC 06 80 1F E1 86      
000304        0     019009927.4       接收     0000060B      标准帧      数据帧        08     13 4F AC 26 80 20 01 7E      
000305        0     019009927.6       接收     0000060B      标准帧      数据帧        08     01 4F EC 28 80 1F E1 81      
000306        0     019009927.9       接收     0000060B      标准帧      数据帧        08     03 50 AC 0E 80 20 01 75      
000307        0     019009928.1       接收     0000060B      标准帧      数据帧        08     06 50 EC 16 80 1F A1 80      
000308        0     019009928.4       接收     0000060B      标准帧      数据帧        08     11 51 14 0F 80 20 01 7B      
000309        0     019009928.7       接收     0000060B      标准帧      数据帧        08     0F 51 54 1D 80 1F 61 7A      
000310        0     019009928.9       接收     0000060B      标准帧      数据帧        08     05 51 3C 26 80 1F 61 89      
000311        0     019009929.2       接收     0000060B      标准帧      数据帧        08     0C 51 84 30 80 1F C1 8A      
000312        0     019009929.4       接收     0000060B      标准帧      数据帧        08     10 51 AC 27 80 1F A1 85      
000313        0     019009929.7       接收     0000060B      标准帧      数据帧        08     08 51 64 45 80 20 01 87      
000314        0     019009930.0       接收     0000060B      标准帧      数据帧        08     0D 51 3C 59 80 5F 81 8B      
000315        0     019009930.2       接收     0000060B      标准帧      数据帧        08     0A 52 34 41 80 20 01 7C      
000316        0     019009930.5       接收     0000060C      标准帧      数据帧        07     0E 9D 27 8D 02 20 A8      
000317        0     019009930.7       接收     0000060C      标准帧      数据帧        07     07 84 63 3A 02 20 E8      
000318        0     019009931.0       接收     0000060C      标准帧      数据帧        07     09 9D 6B 6B 82 20 AC      
000319        0     019009931.2       接收     0000060C      标准帧      数据帧        07     02 8C A3 3A 02 20 E8      
000320        0     019009931.5       接收     0000060C      标准帧      数据帧        07     00 8C A3 3A 02 20 E8      
000321        0     019009931.7       接收     0000060C      标准帧      数据帧        07     04 95 29 5B 02 20 AC      
000322        0     019009932.0       接收     0000060C      标准帧      数据帧        07     13 94 E7 3A 82 20 CC      
000323        0     019009932.2       接收     0000060C      标准帧      数据帧        07     01 8C A5 3A 02 20 E8      
000324        0     019009932.4       接收     0000060C      标准帧      数据帧        07     03 8C A5 3A 02 20 E8      
000325        0     019009932.7       接收     0000060C      标准帧      数据帧        07     06 94 E7 5A 82 20 E8      
000326        0     019009933.0       接收     0000060C      标准帧      数据帧        07     11 A5 2D 8D 82 20 6C      
000327        0     019009933.2       接收     0000060C      标准帧      数据帧        07     0F 94 E7 4A 82 20 CC      
000328        0     019009933.5       接收     0000060C      标准帧      数据帧        07     05 94 E5 4A 82 20 E8      
000329        0     019009933.7       接收     0000060C      标准帧      数据帧        07     0C 94 E5 3A 82 20 E8      
000330        0     019009933.9       接收     0000060C      标准帧      数据帧        07     10 95 27 5A 82 20 E8      
000331        0     019009934.2       接收     0000060C      标准帧      数据帧        07     08 8C A5 3A 02 20 E8      
000332        0     019009934.4       接收     0000060C      标准帧      数据帧        07     0D A5 2B 7C 82 20 88      
000333        0     019009934.7       接收     0000060C      标准帧      数据帧        07     0A 94 E5 3A 82 20 E8      
000334        0     019009934.9       接收     0000060D      标准帧      数据帧        08     0E 8B 8F A0 70 80 05 05      
000335        0     019009935.2       接收     0000060D      标准帧      数据帧        08     07 7D EF A6 70 80 19 0B      
000336        0     019009935.5       接收     0000060D      标准帧      数据帧        08     09 80 8F A0 70 80 05 05      
000337        0     019009935.7       接收     0000060D      标准帧      数据帧        08     02 7F 2F A0 70 80 05 05      
000338        0     019009936.0       接收     0000060D      标准帧      数据帧        08     00 7E 0F A0 70 80 05 05      
000339        0     019009936.3       接收     0000060D      标准帧      数据帧        08     04 80 6F A0 70 80 05 05      
000340        0     019009936.5       接收     0000060D      标准帧      数据帧        08     13 7D 4F A0 70 80 05 05      
000341        0     019009936.8       接收     0000060D      标准帧      数据帧        08     01 7D AF A0 70 80 05 05      
000342        0     019009937.1       接收     0000060D      标准帧      数据帧        08     03 7E AF A0 70 80 05 05      
000343        0     019009937.3       接收     0000060D      标准帧      数据帧        08     06 7A 6F A0 70 80 05 05      
000344        0     019009937.6       接收     0000060D      标准帧      数据帧        08     11 7D 0F A0 70 80 05 05      
000345        0     019009937.9       接收     0000060D      标准帧      数据帧        08     0F 7C AF A0 70 80 05 05      
000346        0     019009938.1       接收     0000060D      标准帧      数据帧        08     05 7D CF A0 70 80 05 05      
000347        0     019009938.4       接收     0000060D      标准帧      数据帧        08     0C 7D 4F A0 70 80 05 05      
000348        0     019009938.7       接收     0000060D      标准帧      数据帧        08     10 7D 6F A0 70 80 05 05      
